id,Year,Codi_Barri,Preu,PreuM2,Codi_Districte,Nom_Districte,Nom_Barri
371,2019,19,1096.3,15.025,4,Sarrià-Sant Gervasi,les Corts
372,2019,20,1007.475,14.4,4,Gràcia,la Maternitat i Sant Ramon
373,2019,21,1863.175,15.675,4,Gràcia,Pedralbes
374,2019,22,1200.15,13.775,5,Gràcia,"Vallvidrera, el Tibidabo i les Planes"
375,2019,23,1369.95,16.825,5,Gràcia,Sarrià
376,2019,24,1652.05,17.025,5,Gràcia,les Tres Torres
377,2019,25,1303.75,16.025,5,Horta-Guinardó,Sant Gervasi - la Bonanova
378,2019,26,1396.575,15.25,5,Horta-Guinardó,Sant Gervasi - Galvany
379,2019,27,1085.7,15.025,5,Horta-Guinardó,el Putxet i el Farró
380,2019,28,969.275,14.025,6,Horta-Guinardó,Vallcarca i els Penitents
381,2019,29,800.425,12.675,6,Horta-Guinardó,el Coll
382,2019,30,915.85,13.125,6,Horta-Guinardó,la Salut
383,2019,31,962.95,15.1,6,Horta-Guinardó,la Vila de Gràcia
384,2019,32,982.375,14.725,6,Horta-Guinardó,el Camp d'en Grassot i Gràcia Nova
385,2019,33,881.45,13.45,7,Horta-Guinardó,el Baix Guinardó
386,2019,34,768.525,13.4,7,Horta-Guinardó,Can Baró
387,2019,35,819.4,12.925,7,Nou Barris,el Guinardó
388,2019,36,892.9,12.875,7,Nou Barris,la Font d'en Fargues
389,2019,37,685.25,12.125,7,Nou Barris,el Carmel
390,2019,38,737.825,12.55,7,Nou Barris,la Teixonera
391,2019,39,740.125,10.7,7,Nou Barris,Sant Gení­s dels Agudells
392,2019,40,793.425,11.9,7,Nou Barris,Montbau
393,2019,41,862.825,13.275,7,Nou Barris,la Vall d'Hebron
394,2019,43,782.175,12.425,7,Nou Barris,Horta
395,2019,44,781.55,12.15,8,Sant Martí,Vilapicina i la Torre Llobeta
396,2019,45,751.025,12.3,8,Nou Barris,Porta
397,2019,46,697.1,11.7,8,Ciutat Vella,el Turó de la Peira
398,2019,48,744.55,10.525,8,Eixample,la Guineueta
399,2019,49,746.3,9.475,8,Eixample,Canyelles
400,2019,50,621.05,11.275,8,Sants-Montjuïc,les Roquetes
401,2019,51,662.825,12.125,8,Sants-Montjuïc,Verdun
402,2019,52,684.975,12.05,8,Les Corts,la Prosperitat
403,2019,53,607.95,12.125,8,Les Corts,la Trinitat Nova
404,2019,55,560.175,9.65,8,Sarrià-Sant Gervasi,Ciutat Meridiana
405,2019,57,602.025,10.075,9,Sarrià-Sant Gervasi,la Trinitat Vella
406,2019,59,683.175,10.5,9,Gràcia,el Bon Pastor
407,2019,60,805.125,12.5,9,Gràcia,Sant Andreu
408,2019,61,817.825,12.675,9,Gràcia,la Sagrera
409,2019,62,794.4,12.075,9,Horta-Guinardó,El Congrés i els Indians
410,2019,63,853.4,12.425,9,Horta-Guinardó,Navas
411,2019,64,856.75,13.525,10,Gràcia,el Camp de l'Arpa del Clot
412,2019,65,857.225,13.225,10,Gràcia,el Clot
413,2019,66,1012.45,14.975,10,Gràcia,el Parc i la Llacuna del Poblenou
414,2019,67,1359.7,17.525,10,Horta-Guinardó,la Vila Olí­mpica del Poblenou
415,2019,68,1006.2,15.1,10,Horta-Guinardó,el Poblenou
416,2019,69,1381.825,17.35,10,Gràcia,Diagonal Mar i el Front Marí­tim del Poblenou
417,2019,70,740.3499999999999,11.35,10,Gràcia,el Besòs i el Maresme
418,2019,71,982.325,14.1,10,Gràcia,Proveníçals del Poblenou
419,2019,72,837.4250000000001,11.925,10,Horta-Guinardó,Sant Martí­ de Proveníçals
420,2019,73,778.475,11.475,10,Horta-Guinardó,la Verneda i la Pau
421,2020,1,834.675,14.075,1,Ciutat Vella,el Raval
422,2020,2,1034.4,13.575,1,Ciutat Vella,el Barri Gòtic
423,2020,3,863.525,17.325,1,Ciutat Vella,la Barceloneta
424,2020,4,952.4,14.65,1,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera"
425,2020,5,1004.175,13.85,2,Eixample,el Fort Pienc
426,2020,6,942.8,14.3,2,Eixample,la Sagrada Família
427,2020,7,1270.425,14.175,2,Eixample,la Dreta de l'Eixample
428,2020,8,1157.025,14.3,2,Eixample,l'Antiga Esquerra de l'Eixample
429,2020,9,1035.525,14.425,2,Eixample,la Nova Esquerra de l'Eixample
430,2020,10,974.15,13.95,2,Eixample,Sant Antoni
431,2020,11,830.9000000000001,14.325,3,Sants-Montjuïc,el Poble Sec
432,2020,13,772.2,10.95,3,Les Corts,la Marina de Port
433,2020,14,854.025,13.1,3,Sarrià-Sant Gervasi,la Font de la Guatlla
434,2020,15,854.45,13.9,3,Sarrià-Sant Gervasi,Hostafrancs
435,2020,16,868.325,12.9,3,Sarrià-Sant Gervasi,la Bordeta
436,2020,17,847.3,13.925,3,Sarrià-Sant Gervasi,Sants - Badal
437,2020,18,874.775,13.775,3,Sarrià-Sant Gervasi,Sants
438,2020,19,1065.625,14.9,4,Sarrià-Sant Gervasi,les Corts
439,2020,20,985.35,13.95,4,Gràcia,la Maternitat i Sant Ramon
440,2020,21,1739.75,15.725,4,Gràcia,Pedralbes
441,2020,22,1213.05,12.175,5,Gràcia,"Vallvidrera, el Tibidabo i les Planes"
442,2020,23,1375.6750000000002,17.125,5,Gràcia,Sarrià
443,2020,24,1692.6,16.75,5,Gràcia,les Tres Torres
444,2020,25,1297.875,15.225,5,Horta-Guinardó,Sant Gervasi - la Bonanova
445,2020,26,1357.075,15.375,5,Horta-Guinardó,Sant Gervasi - Galvany
446,2020,27,1058.475,15.2,5,Horta-Guinardó,el Putxet i el Farró
447,2020,28,990.9,14.525,6,Horta-Guinardó,Vallcarca i els Penitents
448,2020,29,823.275,12.45,6,Horta-Guinardó,el Coll
449,2020,30,970.225,13.75,6,Horta-Guinardó,la Salut
450,2020,31,953.55,14.875,6,Horta-Guinardó,la Vila de Gràcia
451,2020,32,955.9,14.125,6,Horta-Guinardó,el Camp d'en Grassot i Gràcia Nova
452,2020,33,895.875,13.825,7,Horta-Guinardó,el Baix Guinardó
453,2020,34,780.125,12.925,7,Horta-Guinardó,Can Baró
454,2020,35,828.425,13.25,7,Nou Barris,el Guinardó
455,2020,36,927.125,13.0,7,Nou Barris,la Font d'en Fargues
456,2020,37,687.025,12.025,7,Nou Barris,el Carmel
457,2020,38,716.1,12.2,7,Nou Barris,la Teixonera
458,2020,39,737.325,10.7,7,Nou Barris,Sant Genís dels Agudells
459,2020,40,778.875,11.575,7,Nou Barris,Montbau
460,2020,41,872.425,12.325,7,Nou Barris,la Vall d'Hebron
461,2020,43,779.7,12.55,7,Nou Barris,Horta
462,2020,44,796.725,12.3,8,Sant Martí,Vilapicina i la Torre Llobeta
463,2020,45,724.8,12.075,8,Nou Barris,Porta
464,2020,46,700.4499999999999,11.7,8,Ciutat Vella,el Turó de la Peira
465,2020,48,735.9,10.575,8,Eixample,la Guineueta
466,2020,49,789.1333333333333,9.933333333333332,8,Eixample,Canyelles
467,2020,50,637.2249999999999,11.65,8,Sants-Montjuïc,les Roquetes
468,2020,51,653.975,11.9,8,Sants-Montjuïc,Verdun
469,2020,52,702.125,12.45,8,Les Corts,la Prosperitat
470,2020,53,593.4,11.825,8,Les Corts,la Trinitat Nova
471,2020,54,452.0,6.2,8,Sarrià-Sant Gervasi,Torre Baró
472,2020,55,535.25,9.125,8,Sarrià-Sant Gervasi,Ciutat Meridiana
473,2020,57,646.125,10.925,9,Sarrià-Sant Gervasi,la Trinitat Vella
474,2020,58,584.1,7.9,9,Gràcia,Baró de Viver
475,2020,59,728.05,11.875,9,Gràcia,el Bon Pastor
476,2020,60,813.525,12.55,9,Gràcia,Sant Andreu
477,2020,61,787.075,12.375,9,Gràcia,la Sagrera
478,2020,62,804.325,12.4,9,Horta-Guinardó,el Congrés i els Indians
479,2020,63,869.05,12.725,9,Horta-Guinardó,Navas
480,2020,64,863.25,13.6,10,Gràcia,el Camp de l'Arpa del Clot
481,2020,65,874.15,13.375,10,Gràcia,el Clot
482,2020,66,975.825,14.475,10,Gràcia,el Parc i la Llacuna del Poblenou
483,2020,67,1388.175,18.1,10,Horta-Guinardó,la Vila Olímpica del Poblenou
484,2020,68,1001.425,14.9,10,Horta-Guinardó,el Poblenou
485,2020,69,1135.275,16.7,10,Gràcia,Diagonal Mar i el Front Marítim del Poblenou
486,2020,70,744.925,11.775,10,Gràcia,el Besòs i el Maresme
487,2020,71,973.35,14.175,10,Gràcia,Provençals del Poblenou
488,2020,72,836.775,11.8,10,Horta-Guinardó,Sant Martí de Provençals
489,2020,73,770.275,11.5,10,Horta-Guinardó,la Verneda i la Pau
490,2021,1,769.175,12.925,1,Ciutat Vella,el Raval
491,2021,2,946.275,12.575,1,Ciutat Vella,el Barri Gòtic
492,2021,3,831.9,16.025,1,Ciutat Vella,la Barceloneta
493,2021,4,888.35,13.575,1,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera"
494,2021,5,943.05,13.025,2,Eixample,el Fort Pienc
495,2021,6,902.825,13.575,2,Eixample,la Sagrada Família
496,2021,7,1190.55,13.15,2,Eixample,la Dreta de l'Eixample
497,2021,8,1074.525,13.65,2,Eixample,l'Antiga Esquerra de l'Eixample
498,2021,9,962.95,13.425,2,Eixample,la Nova Esquerra de l'Eixample
499,2021,10,929.375,12.975,2,Eixample,Sant Antoni
500,2021,11,780.05,13.625,3,Sants-Montjuïc,el Poble Sec
501,2021,13,743.35,10.7,3,Les Corts,la Marina de Port
502,2021,14,824.05,12.725,3,Sarrià-Sant Gervasi,la Font de la Guatlla
503,2021,15,791.325,13.1,3,Sarrià-Sant Gervasi,Hostafrancs
504,2021,16,832.0,12.325,3,Sarrià-Sant Gervasi,la Bordeta
505,2021,17,793.025,13.15,3,Sarrià-Sant Gervasi,Sants - Badal
506,2021,18,828.725,13.125,3,Sarrià-Sant Gervasi,Sants
507,2021,19,1014.725,14.025,4,Sarrià-Sant Gervasi,les Corts
508,2021,20,933.9,12.975,4,Gràcia,la Maternitat i Sant Ramon
509,2021,21,1693.575,15.025,4,Gràcia,Pedralbes
510,2021,22,1207.6,14.525,5,Gràcia,"Vallvidrera, el Tibidabo i les Planes"
511,2021,23,1300.0,15.9,5,Gràcia,Sarrià
512,2021,24,1542.725,15.725,5,Gràcia,les Tres Torres
513,2021,25,1217.525,15.15,5,Horta-Guinardó,Sant Gervasi - la Bonanova
514,2021,26,1355.05,14.525,5,Horta-Guinardó,Sant Gervasi - Galvany
515,2021,27,1004.375,14.25,5,Horta-Guinardó,el Putxet i el Farró
516,2021,28,941.15,13.725,6,Horta-Guinardó,Vallcarca i els Penitents
517,2021,29,763.05,12.7,6,Horta-Guinardó,el Coll
518,2021,30,888.2,12.6,6,Horta-Guinardó,la Salut
519,2021,31,901.025,14.15,6,Horta-Guinardó,la Vila de Gràcia
520,2021,32,892.9,13.725,6,Horta-Guinardó,el Camp d'en Grassot i Gràcia Nova
521,2021,33,823.7,12.625,7,Horta-Guinardó,el Baix Guinardó
522,2021,34,756.5,12.525,7,Horta-Guinardó,Can Baró
523,2021,35,809.0250000000001,12.625,7,Nou Barris,el Guinardó
524,2021,36,816.325,12.125,7,Nou Barris,la Font d'en Fargues
525,2021,37,674.875,11.75,7,Nou Barris,el Carmel
526,2021,38,713.975,12.125,7,Nou Barris,la Teixonera
527,2021,39,703.825,10.3,7,Nou Barris,Sant Genís dels Agudells
528,2021,40,740.35,11.2,7,Nou Barris,Montbau
529,2021,41,862.1,12.65,7,Nou Barris,la Vall d'Hebron
530,2021,43,749.4,11.95,7,Nou Barris,Horta
531,2021,44,760.525,11.55,8,Sant Martí,Vilapicina i la Torre Llobeta
532,2021,45,714.725,11.45,8,Nou Barris,Porta
533,2021,46,683.175,11.275,8,Ciutat Vella,el Turó de la Peira
534,2021,48,676.825,9.7,8,Eixample,la Guineueta
535,2021,49,742.375,9.325,8,Eixample,Canyelles
536,2021,50,621.625,11.3,8,Sants-Montjuïc,les Roquetes
537,2021,51,648.7,12.275,8,Sants-Montjuïc,Verdun
538,2021,52,676.525,11.825,8,Les Corts,la Prosperitat
539,2021,53,592.75,11.625,8,Les Corts,la Trinitat Nova
540,2021,55,525.7,8.9,8,Sarrià-Sant Gervasi,Ciutat Meridiana
541,2021,57,607.275,10.3,9,Sarrià-Sant Gervasi,la Trinitat Vella
542,2021,58,532.1,7.949999999999999,9,Ciutat Vella,Baró de Viver
543,2021,59,685.425,10.85,9,Gràcia,el Bon Pastor
544,2021,60,766.65,11.875,9,Gràcia,Sant Andreu
545,2021,61,767.025,11.925,9,Gràcia,la Sagrera
546,2021,62,774.825,11.7,9,Horta-Guinardó,el Congrés i els Indians
547,2021,63,820.525,11.875,9,Horta-Guinardó,Navas
548,2021,64,820.75,13.0,10,Gràcia,el Camp de l'Arpa del Clot
549,2021,65,824.0,12.875,10,Gràcia,el Clot
550,2021,66,975.925,14.325,10,Gràcia,el Parc i la Llacuna del Poblenou
551,2021,67,1313.825,16.725,10,Horta-Guinardó,la Vila Olímpica del Poblenou
552,2021,68,945.725,14.325,10,Horta-Guinardó,el Poblenou
553,2021,69,1073.725,15.75,10,Gràcia,Diagonal Mar i el Front Marítim del Poblenou
554,2021,70,710.4,11.375,10,Gràcia,el Besòs i el Maresme
555,2021,71,950.5,13.475,10,Gràcia,Provençals del Poblenou
556,2021,72,806.1750000000001,11.475,10,Horta-Guinardó,Sant Martí de Provençals
557,2021,73,743.475,11.075,10,Horta-Guinardó,la Verneda i la Pau
