,Year,Codi_Barri,Preu,PreuM2,Codi_Districte,Nom_Districte,Nom_Barri,id
427,2020,7,1270.425,14.175,2,Eixample,la Dreta de l'Eixample,1758
428,2020,8,1157.025,14.3,2,Eixample,l'Antiga Esquerra de l'Eixample,1759
429,2020,9,1035.525,14.425,2,Eixample,la Nova Esquerra de l'Eixample,1760
430,2020,10,974.15,13.95,2,Eixample,Sant Antoni,1761
431,2020,11,830.9000000000001,14.325,3,Sants-Montjuïc,el Poble Sec,1762
432,2020,13,772.2,10.95,3,Les Corts,la Marina de Port,1764
433,2020,14,854.025,13.1,3,Sarrià-Sant Gervasi,la Font de la Guatlla,1765
434,2020,15,854.45,13.9,3,Sarrià-Sant Gervasi,Hostafrancs,1766
435,2020,16,868.325,12.9,3,Sarrià-Sant Gervasi,la Bordeta,1767
436,2020,17,847.3,13.925,3,Sarrià-Sant Gervasi,Sants - Badal,1768
437,2020,18,874.775,13.775,3,Sarrià-Sant Gervasi,Sants,1769
438,2020,19,1065.625,14.9,4,Sarrià-Sant Gervasi,les Corts,1770
439,2020,20,985.35,13.95,4,Gràcia,la Maternitat i Sant Ramon,1771
440,2020,21,1739.75,15.725,4,Gràcia,Pedralbes,1772
441,2020,22,1213.05,12.175,5,Gràcia,"Vallvidrera, el Tibidabo i les Planes",1773
442,2020,23,1375.6750000000002,17.125,5,Gràcia,Sarrià,1774
443,2020,24,1692.6,16.75,5,Gràcia,les Tres Torres,1775
444,2020,25,1297.875,15.225,5,Horta-Guinardó,Sant Gervasi - la Bonanova,1776
445,2020,26,1357.075,15.375,5,Horta-Guinardó,Sant Gervasi - Galvany,1777
446,2020,27,1058.475,15.2,5,Horta-Guinardó,el Putxet i el Farró,1778
447,2020,28,990.9,14.525,6,Horta-Guinardó,Vallcarca i els Penitents,1779
448,2020,29,823.275,12.45,6,Horta-Guinardó,el Coll,1780
449,2020,30,970.225,13.75,6,Horta-Guinardó,la Salut,1781
450,2020,31,953.55,14.875,6,Horta-Guinardó,la Vila de Gràcia,1782
451,2020,32,955.9,14.125,6,Horta-Guinardó,el Camp d'en Grassot i Gràcia Nova,1783
452,2020,33,895.875,13.825,7,Horta-Guinardó,el Baix Guinardó,1784
453,2020,34,780.125,12.925,7,Horta-Guinardó,Can Baró,1785
454,2020,35,828.425,13.25,7,Nou Barris,el Guinardó,1786
455,2020,36,927.125,13.0,7,Nou Barris,la Font d'en Fargues,1787
456,2020,37,687.025,12.025,7,Nou Barris,el Carmel,1788
457,2020,38,716.1,12.2,7,Nou Barris,la Teixonera,1789
458,2020,39,737.325,10.7,7,Nou Barris,Sant Genís dels Agudells,1790
459,2020,40,778.875,11.575,7,Nou Barris,Montbau,1791
460,2020,41,872.425,12.325,7,Nou Barris,la Vall d'Hebron,1792
461,2020,43,779.7,12.55,7,Nou Barris,Horta,1794
462,2020,44,796.725,12.3,8,Sant Martí,Vilapicina i la Torre Llobeta,1795
463,2020,45,724.8,12.075,8,Nou Barris,Porta,1796
464,2020,46,700.4499999999999,11.7,8,Ciutat Vella,el Turó de la Peira,1797
465,2020,48,735.9,10.575,8,Eixample,la Guineueta,1799
466,2020,49,789.1333333333333,9.933333333333332,8,Eixample,Canyelles,1800
467,2020,50,637.2249999999999,11.65,8,Sants-Montjuïc,les Roquetes,1801
468,2020,51,653.975,11.9,8,Sants-Montjuïc,Verdun,1802
469,2020,52,702.125,12.45,8,Les Corts,la Prosperitat,1803
470,2020,53,593.4,11.825,8,Les Corts,la Trinitat Nova,1804
471,2020,54,452.0,6.2,8,Sarrià-Sant Gervasi,Torre Baró,1805
472,2020,55,535.25,9.125,8,Sarrià-Sant Gervasi,Ciutat Meridiana,1806
473,2020,57,646.125,10.925,9,Sarrià-Sant Gervasi,la Trinitat Vella,1808
474,2020,58,584.1,7.9,9,Gràcia,Baró de Viver,1809
475,2020,59,728.05,11.875,9,Gràcia,el Bon Pastor,1810
476,2020,60,813.525,12.55,9,Gràcia,Sant Andreu,1811
477,2020,61,787.075,12.375,9,Gràcia,la Sagrera,1812
478,2020,62,804.325,12.4,9,Horta-Guinardó,el Congrés i els Indians,1813
479,2020,63,869.05,12.725,9,Horta-Guinardó,Navas,1814
480,2020,64,863.25,13.6,10,Gràcia,el Camp de l'Arpa del Clot,1815
481,2020,65,874.15,13.375,10,Gràcia,el Clot,1816
482,2020,66,975.825,14.475,10,Gràcia,el Parc i la Llacuna del Poblenou,1817
483,2020,67,1388.175,18.1,10,Horta-Guinardó,la Vila Olímpica del Poblenou,1818
484,2020,68,1001.425,14.9,10,Horta-Guinardó,el Poblenou,1819
485,2020,69,1135.275,16.7,10,Gràcia,Diagonal Mar i el Front Marítim del Poblenou,1820
486,2020,70,744.925,11.775,10,Gràcia,el Besòs i el Maresme,1821
487,2020,71,973.35,14.175,10,Gràcia,Provençals del Poblenou,1822
488,2020,72,836.775,11.8,10,Horta-Guinardó,Sant Martí de Provençals,1823
489,2020,73,770.275,11.5,10,Horta-Guinardó,la Verneda i la Pau,1824
490,2021,1,769.175,12.925,1,Ciutat Vella,el Raval,2044
491,2021,2,946.275,12.575,1,Ciutat Vella,el Barri Gòtic,2045
492,2021,3,831.9,16.025,1,Ciutat Vella,la Barceloneta,2046
493,2021,4,888.35,13.575,1,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",2047
494,2021,5,943.05,13.025,2,Eixample,el Fort Pienc,2048
495,2021,6,902.825,13.575,2,Eixample,la Sagrada Família,2049
496,2021,7,1190.55,13.15,2,Eixample,la Dreta de l'Eixample,2050
497,2021,8,1074.525,13.65,2,Eixample,l'Antiga Esquerra de l'Eixample,2051
498,2021,9,962.95,13.425,2,Eixample,la Nova Esquerra de l'Eixample,2052
499,2021,10,929.375,12.975,2,Eixample,Sant Antoni,2053
500,2021,11,780.05,13.625,3,Sants-Montjuïc,el Poble Sec,2054
501,2021,13,743.35,10.7,3,Les Corts,la Marina de Port,2056
502,2021,14,824.05,12.725,3,Sarrià-Sant Gervasi,la Font de la Guatlla,2057
503,2021,15,791.325,13.1,3,Sarrià-Sant Gervasi,Hostafrancs,2058
504,2021,16,832.0,12.325,3,Sarrià-Sant Gervasi,la Bordeta,2059
505,2021,17,793.025,13.15,3,Sarrià-Sant Gervasi,Sants - Badal,2060
506,2021,18,828.725,13.125,3,Sarrià-Sant Gervasi,Sants,2061
507,2021,19,1014.725,14.025,4,Sarrià-Sant Gervasi,les Corts,2062
508,2021,20,933.9,12.975,4,Gràcia,la Maternitat i Sant Ramon,2063
509,2021,21,1693.575,15.025,4,Gràcia,Pedralbes,2064
510,2021,22,1207.6,14.525,5,Gràcia,"Vallvidrera, el Tibidabo i les Planes",2065
511,2021,23,1300.0,15.9,5,Gràcia,Sarrià,2066
512,2021,24,1542.725,15.725,5,Gràcia,les Tres Torres,2067
513,2021,25,1217.525,15.15,5,Horta-Guinardó,Sant Gervasi - la Bonanova,2068
514,2021,26,1355.05,14.525,5,Horta-Guinardó,Sant Gervasi - Galvany,2069
515,2021,27,1004.375,14.25,5,Horta-Guinardó,el Putxet i el Farró,2070
516,2021,28,941.15,13.725,6,Horta-Guinardó,Vallcarca i els Penitents,2071
517,2021,29,763.05,12.7,6,Horta-Guinardó,el Coll,2072
518,2021,30,888.2,12.6,6,Horta-Guinardó,la Salut,2073
519,2021,31,901.025,14.15,6,Horta-Guinardó,la Vila de Gràcia,2074
520,2021,32,892.9,13.725,6,Horta-Guinardó,el Camp d'en Grassot i Gràcia Nova,2075
521,2021,33,823.7,12.625,7,Horta-Guinardó,el Baix Guinardó,2076
522,2021,34,756.5,12.525,7,Horta-Guinardó,Can Baró,2077
523,2021,35,809.0250000000001,12.625,7,Nou Barris,el Guinardó,2078
524,2021,36,816.325,12.125,7,Nou Barris,la Font d'en Fargues,2079
525,2021,37,674.875,11.75,7,Nou Barris,el Carmel,2080
526,2021,38,713.975,12.125,7,Nou Barris,la Teixonera,2081
527,2021,39,703.825,10.3,7,Nou Barris,Sant Genís dels Agudells,2082
528,2021,40,740.35,11.2,7,Nou Barris,Montbau,2083
529,2021,41,862.1,12.65,7,Nou Barris,la Vall d'Hebron,2084
530,2021,43,749.4,11.95,7,Nou Barris,Horta,2086
531,2021,44,760.525,11.55,8,Sant Martí,Vilapicina i la Torre Llobeta,2087
532,2021,45,714.725,11.45,8,Nou Barris,Porta,2088
533,2021,46,683.175,11.275,8,Ciutat Vella,el Turó de la Peira,2089
534,2021,48,676.825,9.7,8,Eixample,la Guineueta,2091
535,2021,49,742.375,9.325,8,Eixample,Canyelles,2092
536,2021,50,621.625,11.3,8,Sants-Montjuïc,les Roquetes,2093
537,2021,51,648.7,12.275,8,Sants-Montjuïc,Verdun,2094
538,2021,52,676.525,11.825,8,Les Corts,la Prosperitat,2095
539,2021,53,592.75,11.625,8,Les Corts,la Trinitat Nova,2096
540,2021,55,525.7,8.9,8,Sarrià-Sant Gervasi,Ciutat Meridiana,2098
541,2021,57,607.275,10.3,9,Sarrià-Sant Gervasi,la Trinitat Vella,2100
542,2021,58,532.1,7.949999999999999,9,Ciutat Vella,Baró de Viver,2174
543,2021,59,685.425,10.85,9,Gràcia,el Bon Pastor,2102
544,2021,60,766.65,11.875,9,Gràcia,Sant Andreu,2103
545,2021,61,767.025,11.925,9,Gràcia,la Sagrera,2104
546,2021,62,774.825,11.7,9,Horta-Guinardó,el Congrés i els Indians,2105
547,2021,63,820.525,11.875,9,Horta-Guinardó,Navas,2106
548,2021,64,820.75,13.0,10,Gràcia,el Camp de l'Arpa del Clot,2107
549,2021,65,824.0,12.875,10,Gràcia,el Clot,2108
550,2021,66,975.925,14.325,10,Gràcia,el Parc i la Llacuna del Poblenou,2109
551,2021,67,1313.825,16.725,10,Horta-Guinardó,la Vila Olímpica del Poblenou,2110
552,2021,68,945.725,14.325,10,Horta-Guinardó,el Poblenou,2111
553,2021,69,1073.725,15.75,10,Gràcia,Diagonal Mar i el Front Marítim del Poblenou,2112
554,2021,70,710.4,11.375,10,Gràcia,el Besòs i el Maresme,2113
555,2021,71,950.5,13.475,10,Gràcia,Provençals del Poblenou,2114
556,2021,72,806.1750000000001,11.475,10,Horta-Guinardó,Sant Martí de Provençals,2115
557,2021,73,743.475,11.075,10,Horta-Guinardó,la Verneda i la Pau,2116
