"Any","Trimestre","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Lloguer_mitja","Preu"
2020,1,3,"Sants-Montjuïc",18,"Sants","Lloguer mitjà mensual (Euros/mes)","891.4"
2020,1,4,"Les Corts",19,"les Corts","Lloguer mitjà mensual (Euros/mes)","1069.9"
2020,1,4,"Les Corts",20,"la Maternitat i Sant Ramon","Lloguer mitjà mensual (Euros/mes)","989.6"
2020,1,4,"Les Corts",21,"Pedralbes","Lloguer mitjà mensual (Euros/mes)","1626.9"
2020,1,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Lloguer mitjà mensual (Euros/mes)","1191.3"
2020,1,5,"Sarrià-Sant Gervasi",23,"Sarrià","Lloguer mitjà mensual (Euros/mes)","1417.7"
2020,1,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Lloguer mitjà mensual (Euros/mes)","1662.4"
2020,1,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Lloguer mitjà mensual (Euros/mes)","1311.5"
2020,1,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Lloguer mitjà mensual (Euros/mes)","1388.9"
2020,1,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Lloguer mitjà mensual (Euros/mes)","1053.9"
2020,1,6,"Gràcia",28,"Vallcarca i els Penitents","Lloguer mitjà mensual (Euros/mes)","966.4"
2020,1,6,"Gràcia",29,"el Coll","Lloguer mitjà mensual (Euros/mes)","814.8"
2020,1,6,"Gràcia",30,"la Salut","Lloguer mitjà mensual (Euros/mes)","939.7"
2020,1,6,"Gràcia",31,"la Vila de Gràcia","Lloguer mitjà mensual (Euros/mes)","963.6"
2020,1,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Lloguer mitjà mensual (Euros/mes)","967.9"
2020,1,7,"Horta-Guinardó",33,"el Baix Guinardó","Lloguer mitjà mensual (Euros/mes)","920.8"
2020,1,7,"Horta-Guinardó",34,"Can Baró","Lloguer mitjà mensual (Euros/mes)","816.4"
2020,1,7,"Horta-Guinardó",35,"el Guinardó","Lloguer mitjà mensual (Euros/mes)","841.0"
2020,1,7,"Horta-Guinardó",36,"la Font d'en Fargues","Lloguer mitjà mensual (Euros/mes)","928.3"
2020,1,7,"Horta-Guinardó",37,"el Carmel","Lloguer mitjà mensual (Euros/mes)","707.9"
2020,1,7,"Horta-Guinardó",38,"la Teixonera","Lloguer mitjà mensual (Euros/mes)","741.3"
2020,1,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Lloguer mitjà mensual (Euros/mes)","698.9"
2020,1,7,"Horta-Guinardó",40,"Montbau","Lloguer mitjà mensual (Euros/mes)","788.1"
2020,1,7,"Horta-Guinardó",41,"la Vall d'Hebron","Lloguer mitjà mensual (Euros/mes)","963.4"
2020,1,7,"Horta-Guinardó",42,"la Clota","Lloguer mitjà mensual (Euros/mes)","N/A"
2020,1,7,"Horta-Guinardó",43,"Horta","Lloguer mitjà mensual (Euros/mes)","815.7"
2020,1,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Lloguer mitjà mensual (Euros/mes)","789.9"
2020,1,8,"Nou Barris",45,"Porta","Lloguer mitjà mensual (Euros/mes)","690.4"
2020,1,8,"Nou Barris",46,"el Turó de la Peira","Lloguer mitjà mensual (Euros/mes)","686.4"
2020,1,8,"Nou Barris",47,"Can Peguera","Lloguer mitjà mensual (Euros/mes)","N/A"
2020,1,8,"Nou Barris",48,"la Guineueta","Lloguer mitjà mensual (Euros/mes)","735.4"
2020,1,8,"Nou Barris",49,"Canyelles","Lloguer mitjà mensual (Euros/mes)","778.0"
2020,1,8,"Nou Barris",50,"les Roquetes","Lloguer mitjà mensual (Euros/mes)","636.8"
2020,1,8,"Nou Barris",51,"Verdun","Lloguer mitjà mensual (Euros/mes)","675.4"
2020,1,8,"Nou Barris",52,"la Prosperitat","Lloguer mitjà mensual (Euros/mes)","714.8"
2020,1,8,"Nou Barris",53,"la Trinitat Nova","Lloguer mitjà mensual (Euros/mes)","565.8"
2020,1,8,"Nou Barris",54,"Torre Baró","Lloguer mitjà mensual (Euros/mes)","452.0"
2020,1,8,"Nou Barris",55,"Ciutat Meridiana","Lloguer mitjà mensual (Euros/mes)","546.1"
2020,1,8,"Nou Barris",56,"Vallbona","Lloguer mitjà mensual (Euros/mes)","N/A"
2020,1,9,"Sant Andreu",57,"la Trinitat Vella","Lloguer mitjà mensual (Euros/mes)","605.0"
2020,1,9,"Sant Andreu",58,"Baró de Viver","Lloguer mitjà mensual (Euros/mes)","584.1"
2020,1,9,"Sant Andreu",59,"el Bon Pastor","Lloguer mitjà mensual (Euros/mes)","725.8"
2020,1,9,"Sant Andreu",60,"Sant Andreu","Lloguer mitjà mensual (Euros/mes)","798.9"
2020,1,9,"Sant Andreu",61,"la Sagrera","Lloguer mitjà mensual (Euros/mes)","777.2"
2020,1,9,"Sant Andreu",62,"el Congrés i els Indians","Lloguer mitjà mensual (Euros/mes)","815.5"
2020,1,9,"Sant Andreu",63,"Navas","Lloguer mitjà mensual (Euros/mes)","873.0"
2020,1,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Lloguer mitjà mensual (Euros/mes)","887.3"
2020,1,10,"Sant Martí",65,"el Clot","Lloguer mitjà mensual (Euros/mes)","865.8"
2020,1,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Lloguer mitjà mensual (Euros/mes)","969.1"
2020,1,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Lloguer mitjà mensual (Euros/mes)","1427.5"
2020,1,10,"Sant Martí",68,"el Poblenou","Lloguer mitjà mensual (Euros/mes)","1037.0"
2020,1,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Lloguer mitjà mensual (Euros/mes)","1233.2"
2020,1,10,"Sant Martí",70,"el Besòs i el Maresme","Lloguer mitjà mensual (Euros/mes)","749.7"
2020,1,10,"Sant Martí",71,"Provençals del Poblenou","Lloguer mitjà mensual (Euros/mes)","1000.1"
2020,1,10,"Sant Martí",72,"Sant Martí de Provençals","Lloguer mitjà mensual (Euros/mes)","863.0"
2020,1,10,"Sant Martí",73,"la Verneda i la Pau","Lloguer mitjà mensual (Euros/mes)","765.3"
2020,1,1,"Ciutat Vella",1,"el Raval","Lloguer mitjà per superfície (Euros/m2 mes)","14.5"
2020,1,1,"Ciutat Vella",2,"el Barri Gòtic","Lloguer mitjà per superfície (Euros/m2 mes)","14.2"
2020,1,1,"Ciutat Vella",3,"la Barceloneta","Lloguer mitjà per superfície (Euros/m2 mes)","17.5"
2020,1,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Lloguer mitjà per superfície (Euros/m2 mes)","14.9"
2020,1,2,"Eixample",5,"el Fort Pienc","Lloguer mitjà per superfície (Euros/m2 mes)","14.6"
2020,1,2,"Eixample",6,"la Sagrada Família","Lloguer mitjà per superfície (Euros/m2 mes)","14.6"
2020,1,2,"Eixample",7,"la Dreta de l'Eixample","Lloguer mitjà per superfície (Euros/m2 mes)","14.4"
2020,1,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Lloguer mitjà per superfície (Euros/m2 mes)","14.3"
2020,1,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Lloguer mitjà per superfície (Euros/m2 mes)","14.4"
2020,1,2,"Eixample",10,"Sant Antoni","Lloguer mitjà per superfície (Euros/m2 mes)","14.1"
2020,1,3,"Sants-Montjuïc",11,"el Poble Sec","Lloguer mitjà per superfície (Euros/m2 mes)","14.3"
2020,1,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Lloguer mitjà per superfície (Euros/m2 mes)","N/A"
